"REF_DATE","GEO","DGUID","Country of residence","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2020-04","Nova Scotia","2016A000212","Saint Kitts and Nevis","Persons","249","units","0","v127225","4.201","0","","","","0"
"2019-12","Nova Scotia","2016A000212","Saint Lucia","Persons","249","units","0","v127227","4.202","0","","","","0"
"2020-01","Nova Scotia","2016A000212","Saint Lucia","Persons","249","units","0","v127227","4.202","0","","","","0"
"2020-02","Nova Scotia","2016A000212","Saint Lucia","Persons","249","units","0","v127227","4.202","0","","","","0"
"2020-03","Nova Scotia","2016A000212","Saint Lucia","Persons","249","units","0","v127227","4.202","0","","","","0"
"2020-04","Nova Scotia","2016A000212","Saint Lucia","Persons","249","units","0","v127227","4.202","0","","","","0"
"2019-12","Nova Scotia","2016A000212","Saint Martin (French part)","Persons","249","units","0","v122610466","4.258","0","","","","0"
"2020-01","Nova Scotia","2016A000212","Saint Martin (French part)","Persons","249","units","0","v122610466","4.258","1","","","","0"
"2020-02","Nova Scotia","2016A000212","Saint Martin (French part)","Persons","249","units","0","v122610466","4.258","0","","","","0"
"2020-03","Nova Scotia","2016A000212","Saint Martin (French part)","Persons","249","units","0","v122610466","4.258","0","","","","0"
"2020-04","Nova Scotia","2016A000212","Saint Martin (French part)","Persons","249","units","0","v122610466","4.258","0","","","","0"
"2019-12","Nova Scotia","2016A000212","Saint Pierre and Miquelon","Persons","249","units","0","v127206","4.183","73","","","","0"
"2020-01","Nova Scotia","2016A000212","Saint Pierre and Miquelon","Persons","249","units","0","v127206","4.183","37","","","","0"
"2020-02","Nova Scotia","2016A000212","Saint Pierre and Miquelon","Persons","249","units","0","v127206","4.183","84","","","","0"
"2020-03","Nova Scotia","2016A000212","Saint Pierre and Miquelon","Persons","249","units","0","v127206","4.183","47","","","","0"
"2020-04","Nova Scotia","2016A000212","Saint Pierre and Miquelon","Persons","249","units","0","v127206","4.183","0","","","","0"
"2019-12","Nova Scotia","2016A000212","Saint Vincent and the Grenadines","Persons","249","units","0","v127228","4.203","2","","","","0"
"2020-01","Nova Scotia","2016A000212","Saint Vincent and the Grenadines","Persons","249","units","0","v127228","4.203","0","","","","0"
"2020-02","Nova Scotia","2016A000212","Saint Vincent and the Grenadines","Persons","249","units","0","v127228","4.203","2","","","","0"
"2020-03","Nova Scotia","2016A000212","Saint Vincent and the Grenadines","Persons","249","units","0","v127228","4.203","0","","","","0"
"2020-04","Nova Scotia","2016A000212","Saint Vincent and the Grenadines","Persons","249","units","0","v127228","4.203","0","","","","0"
"2019-12","Nova Scotia","2016A000212","Sint Maarten (Dutch part)","Persons","249","units","0","v122610467","4.259","0","","","","0"
"2020-01","Nova Scotia","2016A000212","Sint Maarten (Dutch part)","Persons","249","units","0","v122610467","4.259","0","","","","0"
"2020-02","Nova Scotia","2016A000212","Sint Maarten (Dutch part)","Persons","249","units","0","v122610467","4.259","0","","","","0"
"2020-03","Nova Scotia","2016A000212","Sint Maarten (Dutch part)","Persons","249","units","0","v122610467","4.259","0","","","","0"
"2020-04","Nova Scotia","2016A000212","Sint Maarten (Dutch part)","Persons","249","units","0","v122610467","4.259","0","","","","0"
"2019-12","Nova Scotia","2016A000212","Trinidad and Tobago","Persons","249","units","0","v127202","4.171","1","","","","0"
"2020-01","Nova Scotia","2016A000212","Trinidad and Tobago","Persons","249","units","0","v127202","4.171","1","","","","0"
"2020-02","Nova Scotia","2016A000212","Trinidad and Tobago","Persons","249","units","0","v127202","4.171","0","","","","0"
"2020-03","Nova Scotia","2016A000212","Trinidad and Tobago","Persons","249","units","0","v127202","4.171","0","","","","0"
"2020-04","Nova Scotia","2016A000212","Trinidad and Tobago","Persons","249","units","0","v127202","4.171","0","","","","0"
"2019-12","Nova Scotia","2016A000212","Turks and Caicos Islands","Persons","249","units","0","v127229","4.204","0","","","","0"
"2020-01","Nova Scotia","2016A000212","Turks and Caicos Islands","Persons","249","units","0","v127229","4.204","1","","","","0"
"2020-02","Nova Scotia","2016A000212","Turks and Caicos Islands","Persons","249","units","0","v127229","4.204","0","","","","0"
"2020-03","Nova Scotia","2016A000212","Turks and Caicos Islands","Persons","249","units","0","v127229","4.204","2","","","","0"
"2020-04","Nova Scotia","2016A000212","Turks and Caicos Islands","Persons","249","units","0","v127229","4.204","0","","","","0"
"2019-12","Nova Scotia","2016A000212","Virgin Islands, British","Persons","249","units","0","v127212","4.189","0","","","","0"
"2020-01","Nova Scotia","2016A000212","Virgin Islands, British","Persons","249","units","0","v127212","4.189","2","","","","0"
"2020-02","Nova Scotia","2016A000212","Virgin Islands, British","Persons","249","units","0","v127212","4.189","0","","","","0"
"2020-03","Nova Scotia","2016A000212","Virgin Islands, British","Persons","249","units","0","v127212","4.189","0","","","","0"
"2020-04","Nova Scotia","2016A000212","Virgin Islands, British","Persons","249","units","0","v127212","4.189","0","","","","0"
"2019-12","Nova Scotia","2016A000212","Virgin Islands, United States","Persons","249","units","0","v127230","4.205","0","","","","0"
"2020-01","Nova Scotia","2016A000212","Virgin Islands, United States","Persons","249","units","0","v127230","4.205","0","","","","0"
"2020-02","Nova Scotia","2016A000212","Virgin Islands, United States","Persons","249","units","0","v127230","4.205","0","","","","0"
"2020-03","Nova Scotia","2016A000212","Virgin Islands, United States","Persons","249","units","0","v127230","4.205","0","","","","0"
"2020-04","Nova Scotia","2016A000212","Virgin Islands, United States","Persons","249","units","0","v127230","4.205","0","","","","0"
"2019-12","Nova Scotia","2016A000212","Central America, not elsewhere classified","Persons","249","units","0","v127215","4.174","0","","","","0"
"2020-01","Nova Scotia","2016A000212","Central America, not elsewhere classified","Persons","249","units","0","v127215","4.174","0","","","","0"
"2020-02","Nova Scotia","2016A000212","Central America, not elsewhere classified","Persons","249","units","0","v127215","4.174","0","","","","0"
"2020-03","Nova Scotia","2016A000212","Central America, not elsewhere classified","Persons","249","units","0","v127215","4.174","0","","","","0"
"2020-04","Nova Scotia","2016A000212","Central America, not elsewhere classified","Persons","249","units","0","v127215","4.174","0","","","","0"
"2019-12","Nova Scotia","2016A000212","West Indies, not elsewhere classified","Persons","249","units","0","v127231","4.206","0","","","","0"
"2020-01","Nova Scotia","2016A000212","West Indies, not elsewhere classified","Persons","249","units","0","v127231","4.206","0","","","","0"
"2020-02","Nova Scotia","2016A000212","West Indies, not elsewhere classified","Persons","249","units","0","v127231","4.206","0","","","","0"
"2020-03","Nova Scotia","2016A000212","West Indies, not elsewhere classified","Persons","249","units","0","v127231","4.206","0","","","","0"
"2020-04","Nova Scotia","2016A000212","West Indies, not elsewhere classified","Persons","249","units","0","v127231","4.206","0","","","","0"
"2019-12","Nova Scotia","2016A000212","Argentina","Persons","249","units","0","v127241","4.210","0","","","","0"
"2020-01","Nova Scotia","2016A000212","Argentina","Persons","249","units","0","v127241","4.210","0","","","","0"
"2020-02","Nova Scotia","2016A000212","Argentina","Persons","249","units","0","v127241","4.210","0","","","","0"
"2020-03","Nova Scotia","2016A000212","Argentina","Persons","249","units","0","v127241","4.210","0","","","","0"
"2020-04","Nova Scotia","2016A000212","Argentina","Persons","249","units","0","v127241","4.210","1","","","","0"
"2019-12","Nova Scotia","2016A000212","Brazil","Persons","249","units","0","v127239","4.208","55","","","","0"
"2020-01","Nova Scotia","2016A000212","Brazil","Persons","249","units","0","v127239","4.208","27","","","","0"
"2020-02","Nova Scotia","2016A000212","Brazil","Persons","249","units","0","v127239","4.208","17","","","","0"
"2020-03","Nova Scotia","2016A000212","Brazil","Persons","249","units","0","v127239","4.208","13","","","","0"
"2020-04","Nova Scotia","2016A000212","Brazil","Persons","249","units","0","v127239","4.208","0","","","","0"
"2019-12","Nova Scotia","2016A000212","Bolivia","Persons","249","units","0","v127246","4.211","0","","","","0"
"2020-01","Nova Scotia","2016A000212","Bolivia","Persons","249","units","0","v127246","4.211","2","","","","0"
"2020-02","Nova Scotia","2016A000212","Bolivia","Persons","249","units","0","v127246","4.211","0","","","","0"
"2020-03","Nova Scotia","2016A000212","Bolivia","Persons","249","units","0","v127246","4.211","0","","","","0"
"2020-04","Nova Scotia","2016A000212","Bolivia","Persons","249","units","0","v127246","4.211","0","","","","0"
"2019-12","Nova Scotia","2016A000212","Chile","Persons","249","units","0","v127247","4.212","0","","","","0"
"2020-01","Nova Scotia","2016A000212","Chile","Persons","249","units","0","v127247","4.212","0","","","","0"
"2020-02","Nova Scotia","2016A000212","Chile","Persons","249","units","0","v127247","4.212","4","","","","0"
"2020-03","Nova Scotia","2016A000212","Chile","Persons","249","units","0","v127247","4.212","2","","","","0"
"2020-04","Nova Scotia","2016A000212","Chile","Persons","249","units","0","v127247","4.212","0","","","","0"
"2019-12","Nova Scotia","2016A000212","Colombia","Persons","249","units","0","v127248","4.213","0","","","","0"
"2020-01","Nova Scotia","2016A000212","Colombia","Persons","249","units","0","v127248","4.213","3","","","","0"
"2020-02","Nova Scotia","2016A000212","Colombia","Persons","249","units","0","v127248","4.213","0","","","","0"
"2020-03","Nova Scotia","2016A000212","Colombia","Persons","249","units","0","v127248","4.213","1","","","","0"
"2020-04","Nova Scotia","2016A000212","Colombia","Persons","249","units","0","v127248","4.213","0","","","","0"
"2019-12","Nova Scotia","2016A000212","Ecuador","Persons","249","units","0","v127249","4.214","0","","","","0"
"2020-01","Nova Scotia","2016A000212","Ecuador","Persons","249","units","0","v127249","4.214","6","","","","0"
"2020-02","Nova Scotia","2016A000212","Ecuador","Persons","249","units","0","v127249","4.214","3","","","","0"
"2020-03","Nova Scotia","2016A000212","Ecuador","Persons","249","units","0","v127249","4.214","0","","","","0"
"2020-04","Nova Scotia","2016A000212","Ecuador","Persons","249","units","0","v127249","4.214","0","","","","0"
"2019-12","Nova Scotia","2016A000212","Falkland Islands (Malvinas)","Persons","249","units","0","v127250","4.215","0","","","","0"
"2020-01","Nova Scotia","2016A000212","Falkland Islands (Malvinas)","Persons","249","units","0","v127250","4.215","0","","","","0"
"2020-02","Nova Scotia","2016A000212","Falkland Islands (Malvinas)","Persons","249","units","0","v127250","4.215","0","","","","0"
"2020-03","Nova Scotia","2016A000212","Falkland Islands (Malvinas)","Persons","249","units","0","v127250","4.215","0","","","","0"
"2020-04","Nova Scotia","2016A000212","Falkland Islands (Malvinas)","Persons","249","units","0","v127250","4.215","0","","","","0"
"2019-12","Nova Scotia","2016A000212","French Guiana","Persons","249","units","0","v127251","4.216","0","","","","0"
"2020-01","Nova Scotia","2016A000212","French Guiana","Persons","249","units","0","v127251","4.216","0","","","","0"
"2020-02","Nova Scotia","2016A000212","French Guiana","Persons","249","units","0","v127251","4.216","0","","","","0"
"2020-03","Nova Scotia","2016A000212","French Guiana","Persons","249","units","0","v127251","4.216","0","","","","0"
"2020-04","Nova Scotia","2016A000212","French Guiana","Persons","249","units","0","v127251","4.216","0","","","","0"
"2019-12","Nova Scotia","2016A000212","Guyana","Persons","249","units","0","v127252","4.217","0","","","","0"
"2020-01","Nova Scotia","2016A000212","Guyana","Persons","249","units","0","v127252","4.217","0","","","","0"
"2020-02","Nova Scotia","2016A000212","Guyana","Persons","249","units","0","v127252","4.217","0","","","","0"
"2020-03","Nova Scotia","2016A000212","Guyana","Persons","249","units","0","v127252","4.217","0","","","","0"
"2020-04","Nova Scotia","2016A000212","Guyana","Persons","249","units","0","v127252","4.217","0","","","","0"
"2019-12","Nova Scotia","2016A000212","Paraguay","Persons","249","units","0","v127253","4.218","0","","","","0"
"2020-01","Nova Scotia","2016A000212","Paraguay","Persons","249","units","0","v127253","4.218","0","","","","0"
"2020-02","Nova Scotia","2016A000212","Paraguay","Persons","249","units","0","v127253","4.218","1","","","","0"
"2020-03","Nova Scotia","2016A000212","Paraguay","Persons","249","units","0","v127253","4.218","0","","","","0"
"2020-04","Nova Scotia","2016A000212","Paraguay","Persons","249","units","0","v127253","4.218","0","","","","0"
"2019-12","Nova Scotia","2016A000212","Peru","Persons","249","units","0","v127242","4.219","3","","","","0"
"2020-01","Nova Scotia","2016A000212","Peru","Persons","249","units","0","v127242","4.219","1","","","","0"
"2020-02","Nova Scotia","2016A000212","Peru","Persons","249","units","0","v127242","4.219","0","","","","0"
"2020-03","Nova Scotia","2016A000212","Peru","Persons","249","units","0","v127242","4.219","0","","","","0"
"2020-04","Nova Scotia","2016A000212","Peru","Persons","249","units","0","v127242","4.219","0","","","","0"
"2019-12","Nova Scotia","2016A000212","South Georgia and the South Sandwich Islands","Persons","249","units","0","v122610468","4.260","0","","","","0"
"2020-01","Nova Scotia","2016A000212","South Georgia and the South Sandwich Islands","Persons","249","units","0","v122610468","4.260","0","","","","0"
"2020-02","Nova Scotia","2016A000212","South Georgia and the South Sandwich Islands","Persons","249","units","0","v122610468","4.260","0","","","","0"
"2020-03","Nova Scotia","2016A000212","South Georgia and the South Sandwich Islands","Persons","249","units","0","v122610468","4.260","0","","","","0"
"2020-04","Nova Scotia","2016A000212","South Georgia and the South Sandwich Islands","Persons","249","units","0","v122610468","4.260","0","","","","0"
"2019-12","Nova Scotia","2016A000212","Suriname","Persons","249","units","0","v127243","4.220","0","","","","0"
"2020-01","Nova Scotia","2016A000212","Suriname","Persons","249","units","0","v127243","4.220","0","","","","0"
"2020-02","Nova Scotia","2016A000212","Suriname","Persons","249","units","0","v127243","4.220","0","","","","0"
"2020-03","Nova Scotia","2016A000212","Suriname","Persons","249","units","0","v127243","4.220","0","","","","0"
"2020-04","Nova Scotia","2016A000212","Suriname","Persons","249","units","0","v127243","4.220","0","","","","0"
"2019-12","Nova Scotia","2016A000212","Uruguay","Persons","249","units","0","v127244","4.221","0","","","","0"
"2020-01","Nova Scotia","2016A000212","Uruguay","Persons","249","units","0","v127244","4.221","0","","","","0"
"2020-02","Nova Scotia","2016A000212","Uruguay","Persons","249","units","0","v127244","4.221","0","","","","0"
"2020-03","Nova Scotia","2016A000212","Uruguay","Persons","249","units","0","v127244","4.221","0","","","","0"
"2020-04","Nova Scotia","2016A000212","Uruguay","Persons","249","units","0","v127244","4.221","0","","","","0"
"2019-12","Nova Scotia","2016A000212","Venezuela","Persons","249","units","0","v127245","4.222","1","","","","0"
"2020-01","Nova Scotia","2016A000212","Venezuela","Persons","249","units","0","v127245","4.222","0","","","","0"
"2020-02","Nova Scotia","2016A000212","Venezuela","Persons","249","units","0","v127245","4.222","0","","","","0"
"2020-03","Nova Scotia","2016A000212","Venezuela","Persons","249","units","0","v127245","4.222","0","","","","0"
"2020-04","Nova Scotia","2016A000212","Venezuela","Persons","249","units","0","v127245","4.222","0","","","","0"
"2019-12","Nova Scotia","2016A000212","Åland Islands","Persons","249","units","0","v122610469","4.261","0","","","","0"
"2020-01","Nova Scotia","2016A000212","Åland Islands","Persons","249","units","0","v122610469","4.261","0","","","","0"
"2020-02","Nova Scotia","2016A000212","Åland Islands","Persons","249","units","0","v122610469","4.261","0","","","","0"
"2020-03","Nova Scotia","2016A000212","Åland Islands","Persons","249","units","0","v122610469","4.261","0","","","","0"
"2020-04","Nova Scotia","2016A000212","Åland Islands","Persons","249","units","0","v122610469","4.261","0","","","","0"
"2019-12","Nova Scotia","2016A000212","Albania","Persons","249","units","0","v127038","4.16","0","","","","0"
"2020-01","Nova Scotia","2016A000212","Albania","Persons","249","units","0","v127038","4.16","0","","","","0"
"2020-02","Nova Scotia","2016A000212","Albania","Persons","249","units","0","v127038","4.16","0","","","","0"
"2020-03","Nova Scotia","2016A000212","Albania","Persons","249","units","0","v127038","4.16","1","","","","0"
"2020-04","Nova Scotia","2016A000212","Albania","Persons","249","units","0","v127038","4.16","0","","","","0"
"2019-12","Nova Scotia","2016A000212","Andorra","Persons","249","units","0","v127049","4.17","0","","","","0"
"2020-01","Nova Scotia","2016A000212","Andorra","Persons","249","units","0","v127049","4.17","1","","","","0"
"2020-02","Nova Scotia","2016A000212","Andorra","Persons","249","units","0","v127049","4.17","0","","","","0"
"2020-03","Nova Scotia","2016A000212","Andorra","Persons","249","units","0","v127049","4.17","0","","","","0"
"2020-04","Nova Scotia","2016A000212","Andorra","Persons","249","units","0","v127049","4.17","0","","","","0"
"2019-12","Nova Scotia","2016A000212","Austria","Persons","249","units","0","v127060","4.18","7","","","","0"
"2020-01","Nova Scotia","2016A000212","Austria","Persons","249","units","0","v127060","4.18","2","","","","0"
"2020-02","Nova Scotia","2016A000212","Austria","Persons","249","units","0","v127060","4.18","1","","","","0"
"2020-03","Nova Scotia","2016A000212","Austria","Persons","249","units","0","v127060","4.18","3","","","","0"
"2020-04","Nova Scotia","2016A000212","Austria","Persons","249","units","0","v127060","4.18","0","","","","0"
"2019-12","Nova Scotia","2016A000212","Azores","Persons","249","units","0","v127081","4.21","0","","","","0"
"2020-01","Nova Scotia","2016A000212","Azores","Persons","249","units","0","v127081","4.21","0","","","","0"
"2020-02","Nova Scotia","2016A000212","Azores","Persons","249","units","0","v127081","4.21","0","","","","0"
"2020-03","Nova Scotia","2016A000212","Azores","Persons","249","units","0","v127081","4.21","0","","","","0"
"2020-04","Nova Scotia","2016A000212","Azores","Persons","249","units","0","v127081","4.21","0","","","","0"
"2019-12","Nova Scotia","2016A000212","Belgium","Persons","249","units","0","v127033","4.3","6","","","","0"
"2020-01","Nova Scotia","2016A000212","Belgium","Persons","249","units","0","v127033","4.3","11","","","","0"
"2020-02","Nova Scotia","2016A000212","Belgium","Persons","249","units","0","v127033","4.3","1","","","","0"
"2020-03","Nova Scotia","2016A000212","Belgium","Persons","249","units","0","v127033","4.3","7","","","","0"
"2020-04","Nova Scotia","2016A000212","Belgium","Persons","249","units","0","v127033","4.3","8","","","","0"
"2019-12","Nova Scotia","2016A000212","Belarus","Persons","249","units","0","v127082","4.22","0","","","","0"
"2020-01","Nova Scotia","2016A000212","Belarus","Persons","249","units","0","v127082","4.22","1","","","","0"
"2020-02","Nova Scotia","2016A000212","Belarus","Persons","249","units","0","v127082","4.22","1","","","","0"
"2020-03","Nova Scotia","2016A000212","Belarus","Persons","249","units","0","v127082","4.22","0","","","","0"
"2020-04","Nova Scotia","2016A000212","Belarus","Persons","249","units","0","v127082","4.22","0","","","","0"
"2019-12","Nova Scotia","2016A000212","Bulgaria","Persons","249","units","0","v127083","4.23","0","","","","0"
"2020-01","Nova Scotia","2016A000212","Bulgaria","Persons","249","units","0","v127083","4.23","1","","","","0"
"2020-02","Nova Scotia","2016A000212","Bulgaria","Persons","249","units","0","v127083","4.23","0","","","","0"
"2020-03","Nova Scotia","2016A000212","Bulgaria","Persons","249","units","0","v127083","4.23","0","","","","0"
"2020-04","Nova Scotia","2016A000212","Bulgaria","Persons","249","units","0","v127083","4.23","0","","","","0"
"2019-12","Nova Scotia","2016A000212","Bosnia and Herzegovina","Persons","249","units","0","v760372","4.253","0","","","","0"
"2020-01","Nova Scotia","2016A000212","Bosnia and Herzegovina","Persons","249","units","0","v760372","4.253","1","","","","0"
"2020-02","Nova Scotia","2016A000212","Bosnia and Herzegovina","Persons","249","units","0","v760372","4.253","0","","","","0"
"2020-03","Nova Scotia","2016A000212","Bosnia and Herzegovina","Persons","249","units","0","v760372","4.253","0","","","","0"
"2020-04","Nova Scotia","2016A000212","Bosnia and Herzegovina","Persons","249","units","0","v760372","4.253","0","","","","0"
"2019-12","Nova Scotia","2016A000212","Canary Islands","Persons","249","units","0","v127084","4.24","0","","","","0"
"2020-01","Nova Scotia","2016A000212","Canary Islands","Persons","249","units","0","v127084","4.24","0","","","","0"
"2020-02","Nova Scotia","2016A000212","Canary Islands","Persons","249","units","0","v127084","4.24","0","","","","0"
"2020-03","Nova Scotia","2016A000212","Canary Islands","Persons","249","units","0","v127084","4.24","0","","","","0"
"2020-04","Nova Scotia","2016A000212","Canary Islands","Persons","249","units","0","v127084","4.24","0","","","","0"
"2019-12","Nova Scotia","2016A000212","Croatia","Persons","249","units","0","v127039","4.25","1","","","","0"
"2020-01","Nova Scotia","2016A000212","Croatia","Persons","249","units","0","v127039","4.25","0","","","","0"
"2020-02","Nova Scotia","2016A000212","Croatia","Persons","249","units","0","v127039","4.25","0","","","","0"
"2020-03","Nova Scotia","2016A000212","Croatia","Persons","249","units","0","v127039","4.25","0","","","","0"
"2020-04","Nova Scotia","2016A000212","Croatia","Persons","249","units","0","v127039","4.25","1","","","","0"
"2019-12","Nova Scotia","2016A000212","Czechoslovakia","Persons","249","units","0","v127040","4.26","0","","","","0"
"2020-01","Nova Scotia","2016A000212","Czechoslovakia","Persons","249","units","0","v127040","4.26","0","","","","0"
"2020-02","Nova Scotia","2016A000212","Czechoslovakia","Persons","249","units","0","v127040","4.26","0","","","","0"
"2020-03","Nova Scotia","2016A000212","Czechoslovakia","Persons","249","units","0","v127040","4.26","0","","","","0"
"2020-04","Nova Scotia","2016A000212","Czechoslovakia","Persons","249","units","0","v127040","4.26","0","","","","0"
"2019-12","Nova Scotia","2016A000212","Czech Republic","Persons","249","units","0","v127041","4.27","0","","","","0"
"2020-01","Nova Scotia","2016A000212","Czech Republic","Persons","249","units","0","v127041","4.27","1","","","","0"
"2020-02","Nova Scotia","2016A000212","Czech Republic","Persons","249","units","0","v127041","4.27","5","","","","0"
"2020-03","Nova Scotia","2016A000212","Czech Republic","Persons","249","units","0","v127041","4.27","7","","","","0"
"2020-04","Nova Scotia","2016A000212","Czech Republic","Persons","249","units","0","v127041","4.27","3","","","","0"
"2019-12","Nova Scotia","2016A000212","Denmark","Persons","249","units","0","v127085","4.4","9","","","","0"
"2020-01","Nova Scotia","2016A000212","Denmark","Persons","249","units","0","v127085","4.4","0","","","","0"
"2020-02","Nova Scotia","2016A000212","Denmark","Persons","249","units","0","v127085","4.4","1","","","","0"
"2020-03","Nova Scotia","2016A000212","Denmark","Persons","249","units","0","v127085","4.4","0","","","","0"
"2020-04","Nova Scotia","2016A000212","Denmark","Persons","249","units","0","v127085","4.4","0","","","","0"
"2019-12","Nova Scotia","2016A000212","Estonia","Persons","249","units","0","v127042","4.28","1","","","","0"
"2020-01","Nova Scotia","2016A000212","Estonia","Persons","249","units","0","v127042","4.28","0","","","","0"
"2020-02","Nova Scotia","2016A000212","Estonia","Persons","249","units","0","v127042","4.28","0","","","","0"
"2020-03","Nova Scotia","2016A000212","Estonia","Persons","249","units","0","v127042","4.28","0","","","","0"
"2020-04","Nova Scotia","2016A000212","Estonia","Persons","249","units","0","v127042","4.28","0","","","","0"
"2019-12","Nova Scotia","2016A000212","Faroe Islands","Persons","249","units","0","v127044","4.30","0","","","","0"
"2020-01","Nova Scotia","2016A000212","Faroe Islands","Persons","249","units","0","v127044","4.30","0","","","","0"
"2020-02","Nova Scotia","2016A000212","Faroe Islands","Persons","249","units","0","v127044","4.30","0","","","","0"
"2020-03","Nova Scotia","2016A000212","Faroe Islands","Persons","249","units","0","v127044","4.30","0","","","","0"
"2020-04","Nova Scotia","2016A000212","Faroe Islands","Persons","249","units","0","v127044","4.30","0","","","","0"
"2019-12","Nova Scotia","2016A000212","Finland","Persons","249","units","0","v127045","4.31","1","","","","0"
"2020-01","Nova Scotia","2016A000212","Finland","Persons","249","units","0","v127045","4.31","6","","","","0"
"2020-02","Nova Scotia","2016A000212","Finland","Persons","249","units","0","v127045","4.31","1","","","","0"
"2020-03","Nova Scotia","2016A000212","Finland","Persons","249","units","0","v127045","4.31","0","","","","0"
"2020-04","Nova Scotia","2016A000212","Finland","Persons","249","units","0","v127045","4.31","0","","","","0"
"2019-12","Nova Scotia","2016A000212","France","Persons","249","units","0","v127086","4.5","397","","","","0"
"2020-01","Nova Scotia","2016A000212","France","Persons","249","units","0","v127086","4.5","335","","","","0"
"2020-02","Nova Scotia","2016A000212","France","Persons","249","units","0","v127086","4.5","378","","","","0"
"2020-03","Nova Scotia","2016A000212","France","Persons","249","units","0","v127086","4.5","203","","","","0"
"2020-04","Nova Scotia","2016A000212","France","Persons","249","units","0","v127086","4.5","0","","","","0"
"2019-12","Nova Scotia","2016A000212","Germany","Persons","249","units","0","v127087","4.6","64","","","","0"
"2020-01","Nova Scotia","2016A000212","Germany","Persons","249","units","0","v127087","4.6","35","","","","0"
"2020-02","Nova Scotia","2016A000212","Germany","Persons","249","units","0","v127087","4.6","28","","","","0"
"2020-03","Nova Scotia","2016A000212","Germany","Persons","249","units","0","v127087","4.6","15","","","","0"
"2020-04","Nova Scotia","2016A000212","Germany","Persons","249","units","0","v127087","4.6","12","","","","0"
"2019-12","Nova Scotia","2016A000212","Gibraltar","Persons","249","units","0","v127048","4.34","0","","","","0"
"2020-01","Nova Scotia","2016A000212","Gibraltar","Persons","249","units","0","v127048","4.34","0","","","","0"
"2020-02","Nova Scotia","2016A000212","Gibraltar","Persons","249","units","0","v127048","4.34","0","","","","0"
"2020-03","Nova Scotia","2016A000212","Gibraltar","Persons","249","units","0","v127048","4.34","0","","","","0"
"2020-04","Nova Scotia","2016A000212","Gibraltar","Persons","249","units","0","v127048","4.34","0","","","","0"
"2019-12","Nova Scotia","2016A000212","Greece","Persons","249","units","0","v127088","4.7","0","","","","0"
"2020-01","Nova Scotia","2016A000212","Greece","Persons","249","units","0","v127088","4.7","0","","","","0"
"2020-02","Nova Scotia","2016A000212","Greece","Persons","249","units","0","v127088","4.7","0","","","","0"
"2020-03","Nova Scotia","2016A000212","Greece","Persons","249","units","0","v127088","4.7","0","","","","0"
"2020-04","Nova Scotia","2016A000212","Greece","Persons","249","units","0","v127088","4.7","0","","","","0"
"2019-12","Nova Scotia","2016A000212","Guernsey","Persons","249","units","0","v122610470","4.262","0","","","","0"
"2020-01","Nova Scotia","2016A000212","Guernsey","Persons","249","units","0","v122610470","4.262","0","","","","0"
"2020-02","Nova Scotia","2016A000212","Guernsey","Persons","249","units","0","v122610470","4.262","0","","","","0"
"2020-03","Nova Scotia","2016A000212","Guernsey","Persons","249","units","0","v122610470","4.262","0","","","","0"
"2020-04","Nova Scotia","2016A000212","Guernsey","Persons","249","units","0","v122610470","4.262","0","","","","0"
"2019-12","Nova Scotia","2016A000212","Holy See (Vatican City State)","Persons","249","units","0","v127078","4.61","0","","","","0"
"2020-01","Nova Scotia","2016A000212","Holy See (Vatican City State)","Persons","249","units","0","v127078","4.61","0","","","","0"
"2020-02","Nova Scotia","2016A000212","Holy See (Vatican City State)","Persons","249","units","0","v127078","4.61","0","","","","0"
"2020-03","Nova Scotia","2016A000212","Holy See (Vatican City State)","Persons","249","units","0","v127078","4.61","0","","","","0"
"2020-04","Nova Scotia","2016A000212","Holy See (Vatican City State)","Persons","249","units","0","v127078","4.61","0","","","","0"
"2019-12","Nova Scotia","2016A000212","Hungary","Persons","249","units","0","v127050","4.35","3","","","","0"
"2020-01","Nova Scotia","2016A000212","Hungary","Persons","249","units","0","v127050","4.35","1","","","","0"
"2020-02","Nova Scotia","2016A000212","Hungary","Persons","249","units","0","v127050","4.35","1","","","","0"
"2020-03","Nova Scotia","2016A000212","Hungary","Persons","249","units","0","v127050","4.35","0","","","","0"
"2020-04","Nova Scotia","2016A000212","Hungary","Persons","249","units","0","v127050","4.35","0","","","","0"
"2019-12","Nova Scotia","2016A000212","Italy","Persons","249","units","0","v127089","4.8","8","","","","0"
"2020-01","Nova Scotia","2016A000212","Italy","Persons","249","units","0","v127089","4.8","1","","","","0"
"2020-02","Nova Scotia","2016A000212","Italy","Persons","249","units","0","v127089","4.8","8","","","","0"
"2020-03","Nova Scotia","2016A000212","Italy","Persons","249","units","0","v127089","4.8","5","","","","0"
"2020-04","Nova Scotia","2016A000212","Italy","Persons","249","units","0","v127089","4.8","0","","","","0"
"2019-12","Nova Scotia","2016A000212","Iceland","Persons","249","units","0","v127051","4.36","0","","","","0"
"2020-01","Nova Scotia","2016A000212","Iceland","Persons","249","units","0","v127051","4.36","1","","","","0"
"2020-02","Nova Scotia","2016A000212","Iceland","Persons","249","units","0","v127051","4.36","0","","","","0"
