"REF_DATE","GEO","DGUID","Country of residence","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2020-01","Saskatchewan","2016A000247","Sierra Leone","Persons","249","units","0","v128392","9.107","0","","","","0"
"2020-02","Saskatchewan","2016A000247","Sierra Leone","Persons","249","units","0","v128392","9.107","0","","","","0"
"2020-03","Saskatchewan","2016A000247","Sierra Leone","Persons","249","units","0","v128392","9.107","0","","","","0"
"2020-04","Saskatchewan","2016A000247","Sierra Leone","Persons","249","units","0","v128392","9.107","0","","","","0"
"2019-12","Saskatchewan","2016A000247","Togo","Persons","249","units","0","v128400","9.114","0","","","","0"
"2020-01","Saskatchewan","2016A000247","Togo","Persons","249","units","0","v128400","9.114","0","","","","0"
"2020-02","Saskatchewan","2016A000247","Togo","Persons","249","units","0","v128400","9.114","0","","","","0"
"2020-03","Saskatchewan","2016A000247","Togo","Persons","249","units","0","v128400","9.114","0","","","","0"
"2020-04","Saskatchewan","2016A000247","Togo","Persons","249","units","0","v128400","9.114","0","","","","0"
"2019-12","Saskatchewan","2016A000247","Réunion","Persons","249","units","0","v128386","9.102","0","","","","0"
"2020-01","Saskatchewan","2016A000247","Réunion","Persons","249","units","0","v128386","9.102","0","","","","0"
"2020-02","Saskatchewan","2016A000247","Réunion","Persons","249","units","0","v128386","9.102","0","","","","0"
"2020-03","Saskatchewan","2016A000247","Réunion","Persons","249","units","0","v128386","9.102","0","","","","0"
"2020-04","Saskatchewan","2016A000247","Réunion","Persons","249","units","0","v128386","9.102","0","","","","0"
"2019-12","Saskatchewan","2016A000247","Rwanda","Persons","249","units","0","v128388","9.103","0","","","","0"
"2020-01","Saskatchewan","2016A000247","Rwanda","Persons","249","units","0","v128388","9.103","0","","","","0"
"2020-02","Saskatchewan","2016A000247","Rwanda","Persons","249","units","0","v128388","9.103","0","","","","0"
"2020-03","Saskatchewan","2016A000247","Rwanda","Persons","249","units","0","v128388","9.103","0","","","","0"
"2020-04","Saskatchewan","2016A000247","Rwanda","Persons","249","units","0","v128388","9.103","0","","","","0"
"2019-12","Saskatchewan","2016A000247","Sao Tome and Principe","Persons","249","units","0","v128389","9.104","0","","","","0"
"2020-01","Saskatchewan","2016A000247","Sao Tome and Principe","Persons","249","units","0","v128389","9.104","0","","","","0"
"2020-02","Saskatchewan","2016A000247","Sao Tome and Principe","Persons","249","units","0","v128389","9.104","0","","","","0"
"2020-03","Saskatchewan","2016A000247","Sao Tome and Principe","Persons","249","units","0","v128389","9.104","0","","","","0"
"2020-04","Saskatchewan","2016A000247","Sao Tome and Principe","Persons","249","units","0","v128389","9.104","0","","","","0"
"2019-12","Saskatchewan","2016A000247","Seychelles","Persons","249","units","0","v128391","9.106","0","","","","0"
"2020-01","Saskatchewan","2016A000247","Seychelles","Persons","249","units","0","v128391","9.106","0","","","","0"
"2020-02","Saskatchewan","2016A000247","Seychelles","Persons","249","units","0","v128391","9.106","0","","","","0"
"2020-03","Saskatchewan","2016A000247","Seychelles","Persons","249","units","0","v128391","9.106","0","","","","0"
"2020-04","Saskatchewan","2016A000247","Seychelles","Persons","249","units","0","v128391","9.106","0","","","","0"
"2019-12","Saskatchewan","2016A000247","Somalia","Persons","249","units","0","v128393","9.108","0","","","","0"
"2020-01","Saskatchewan","2016A000247","Somalia","Persons","249","units","0","v128393","9.108","0","","","","0"
"2020-02","Saskatchewan","2016A000247","Somalia","Persons","249","units","0","v128393","9.108","0","","","","0"
"2020-03","Saskatchewan","2016A000247","Somalia","Persons","249","units","0","v128393","9.108","0","","","","0"
"2020-04","Saskatchewan","2016A000247","Somalia","Persons","249","units","0","v128393","9.108","0","","","","0"
"2019-12","Saskatchewan","2016A000247","South Africa, Republic of","Persons","249","units","0","v128394","9.109","8","","","","0"
"2020-01","Saskatchewan","2016A000247","South Africa, Republic of","Persons","249","units","0","v128394","9.109","3","","","","0"
"2020-02","Saskatchewan","2016A000247","South Africa, Republic of","Persons","249","units","0","v128394","9.109","4","","","","0"
"2020-03","Saskatchewan","2016A000247","South Africa, Republic of","Persons","249","units","0","v128394","9.109","1","","","","0"
"2020-04","Saskatchewan","2016A000247","South Africa, Republic of","Persons","249","units","0","v128394","9.109","0","","","","0"
"2019-12","Saskatchewan","2016A000247","South Sudan","Persons","249","units","0","v122610633","9.270","0","","","","0"
"2020-01","Saskatchewan","2016A000247","South Sudan","Persons","249","units","0","v122610633","9.270","0","","","","0"
"2020-02","Saskatchewan","2016A000247","South Sudan","Persons","249","units","0","v122610633","9.270","0","","","","0"
"2020-03","Saskatchewan","2016A000247","South Sudan","Persons","249","units","0","v122610633","9.270","0","","","","0"
"2020-04","Saskatchewan","2016A000247","South Sudan","Persons","249","units","0","v122610633","9.270","0","","","","0"
"2019-12","Saskatchewan","2016A000247","Sudan","Persons","249","units","0","v128396","9.111","0","","","","0"
"2020-01","Saskatchewan","2016A000247","Sudan","Persons","249","units","0","v128396","9.111","0","","","","0"
"2020-02","Saskatchewan","2016A000247","Sudan","Persons","249","units","0","v128396","9.111","0","","","","0"
"2020-03","Saskatchewan","2016A000247","Sudan","Persons","249","units","0","v128396","9.111","0","","","","0"
"2020-04","Saskatchewan","2016A000247","Sudan","Persons","249","units","0","v128396","9.111","0","","","","0"
"2019-12","Saskatchewan","2016A000247","Swaziland","Persons","249","units","0","v128397","9.112","0","","","","0"
"2020-01","Saskatchewan","2016A000247","Swaziland","Persons","249","units","0","v128397","9.112","0","","","","0"
"2020-02","Saskatchewan","2016A000247","Swaziland","Persons","249","units","0","v128397","9.112","0","","","","0"
"2020-03","Saskatchewan","2016A000247","Swaziland","Persons","249","units","0","v128397","9.112","0","","","","0"
"2020-04","Saskatchewan","2016A000247","Swaziland","Persons","249","units","0","v128397","9.112","0","","","","0"
"2019-12","Saskatchewan","2016A000247","Tanzania","Persons","249","units","0","v128399","9.113","0","","","","0"
"2020-01","Saskatchewan","2016A000247","Tanzania","Persons","249","units","0","v128399","9.113","2","","","","0"
"2020-02","Saskatchewan","2016A000247","Tanzania","Persons","249","units","0","v128399","9.113","0","","","","0"
"2020-03","Saskatchewan","2016A000247","Tanzania","Persons","249","units","0","v128399","9.113","0","","","","0"
"2020-04","Saskatchewan","2016A000247","Tanzania","Persons","249","units","0","v128399","9.113","0","","","","0"
"2019-12","Saskatchewan","2016A000247","Tunisia","Persons","249","units","0","v128402","9.116","0","","","","0"
"2020-01","Saskatchewan","2016A000247","Tunisia","Persons","249","units","0","v128402","9.116","0","","","","0"
"2020-02","Saskatchewan","2016A000247","Tunisia","Persons","249","units","0","v128402","9.116","0","","","","0"
"2020-03","Saskatchewan","2016A000247","Tunisia","Persons","249","units","0","v128402","9.116","0","","","","0"
"2020-04","Saskatchewan","2016A000247","Tunisia","Persons","249","units","0","v128402","9.116","0","","","","0"
"2019-12","Saskatchewan","2016A000247","Uganda","Persons","249","units","0","v128403","9.117","0","","","","0"
"2020-01","Saskatchewan","2016A000247","Uganda","Persons","249","units","0","v128403","9.117","0","","","","0"
"2020-02","Saskatchewan","2016A000247","Uganda","Persons","249","units","0","v128403","9.117","0","","","","0"
"2020-03","Saskatchewan","2016A000247","Uganda","Persons","249","units","0","v128403","9.117","0","","","","0"
"2020-04","Saskatchewan","2016A000247","Uganda","Persons","249","units","0","v128403","9.117","0","","","","0"
"2019-12","Saskatchewan","2016A000247","Western Sahara","Persons","249","units","0","v128405","9.119","0","","","","0"
"2020-01","Saskatchewan","2016A000247","Western Sahara","Persons","249","units","0","v128405","9.119","0","","","","0"
"2020-02","Saskatchewan","2016A000247","Western Sahara","Persons","249","units","0","v128405","9.119","0","","","","0"
"2020-03","Saskatchewan","2016A000247","Western Sahara","Persons","249","units","0","v128405","9.119","0","","","","0"
"2020-04","Saskatchewan","2016A000247","Western Sahara","Persons","249","units","0","v128405","9.119","0","","","","0"
"2019-12","Saskatchewan","2016A000247","Zambia","Persons","249","units","0","v128407","9.121","0","","","","0"
"2020-01","Saskatchewan","2016A000247","Zambia","Persons","249","units","0","v128407","9.121","0","","","","0"
"2020-02","Saskatchewan","2016A000247","Zambia","Persons","249","units","0","v128407","9.121","0","","","","0"
"2020-03","Saskatchewan","2016A000247","Zambia","Persons","249","units","0","v128407","9.121","0","","","","0"
"2020-04","Saskatchewan","2016A000247","Zambia","Persons","249","units","0","v128407","9.121","0","","","","0"
"2019-12","Saskatchewan","2016A000247","Zimbabwe","Persons","249","units","0","v128408","9.122","0","","","","0"
"2020-01","Saskatchewan","2016A000247","Zimbabwe","Persons","249","units","0","v128408","9.122","0","","","","0"
"2020-02","Saskatchewan","2016A000247","Zimbabwe","Persons","249","units","0","v128408","9.122","0","","","","0"
"2020-03","Saskatchewan","2016A000247","Zimbabwe","Persons","249","units","0","v128408","9.122","0","","","","0"
"2020-04","Saskatchewan","2016A000247","Zimbabwe","Persons","249","units","0","v128408","9.122","0","","","","0"
"2019-12","Saskatchewan","2016A000247","Africa, not elsewhere classified","Persons","249","units","0","v128354","9.64","0","","","","0"
"2020-01","Saskatchewan","2016A000247","Africa, not elsewhere classified","Persons","249","units","0","v128354","9.64","0","","","","0"
"2020-02","Saskatchewan","2016A000247","Africa, not elsewhere classified","Persons","249","units","0","v128354","9.64","0","","","","0"
"2020-03","Saskatchewan","2016A000247","Africa, not elsewhere classified","Persons","249","units","0","v128354","9.64","0","","","","0"
"2020-04","Saskatchewan","2016A000247","Africa, not elsewhere classified","Persons","249","units","0","v128354","9.64","0","","","","0"
"2019-12","Saskatchewan","2016A000247","Afghanistan","Persons","249","units","0","v128420","9.129","0","","","","0"
"2020-01","Saskatchewan","2016A000247","Afghanistan","Persons","249","units","0","v128420","9.129","0","","","","0"
"2020-02","Saskatchewan","2016A000247","Afghanistan","Persons","249","units","0","v128420","9.129","0","","","","0"
"2020-03","Saskatchewan","2016A000247","Afghanistan","Persons","249","units","0","v128420","9.129","0","","","","0"
"2020-04","Saskatchewan","2016A000247","Afghanistan","Persons","249","units","0","v128420","9.129","0","","","","0"
"2019-12","Saskatchewan","2016A000247","Armenia","Persons","249","units","0","v128331","9.19","0","","","","0"
"2020-01","Saskatchewan","2016A000247","Armenia","Persons","249","units","0","v128331","9.19","0","","","","0"
"2020-02","Saskatchewan","2016A000247","Armenia","Persons","249","units","0","v128331","9.19","0","","","","0"
"2020-03","Saskatchewan","2016A000247","Armenia","Persons","249","units","0","v128331","9.19","0","","","","0"
"2020-04","Saskatchewan","2016A000247","Armenia","Persons","249","units","0","v128331","9.19","0","","","","0"
"2019-12","Saskatchewan","2016A000247","Azerbaijan","Persons","249","units","0","v128340","9.20","0","","","","0"
"2020-01","Saskatchewan","2016A000247","Azerbaijan","Persons","249","units","0","v128340","9.20","0","","","","0"
"2020-02","Saskatchewan","2016A000247","Azerbaijan","Persons","249","units","0","v128340","9.20","0","","","","0"
"2020-03","Saskatchewan","2016A000247","Azerbaijan","Persons","249","units","0","v128340","9.20","0","","","","0"
"2020-04","Saskatchewan","2016A000247","Azerbaijan","Persons","249","units","0","v128340","9.20","0","","","","0"
"2019-12","Saskatchewan","2016A000247","Bahrain","Persons","249","units","0","v128442","9.131","0","","","","0"
"2020-01","Saskatchewan","2016A000247","Bahrain","Persons","249","units","0","v128442","9.131","0","","","","0"
"2020-02","Saskatchewan","2016A000247","Bahrain","Persons","249","units","0","v128442","9.131","1","","","","0"
"2020-03","Saskatchewan","2016A000247","Bahrain","Persons","249","units","0","v128442","9.131","0","","","","0"
"2020-04","Saskatchewan","2016A000247","Bahrain","Persons","249","units","0","v128442","9.131","0","","","","0"
"2019-12","Saskatchewan","2016A000247","Bangladesh","Persons","249","units","0","v128453","9.132","0","","","","0"
"2020-01","Saskatchewan","2016A000247","Bangladesh","Persons","249","units","0","v128453","9.132","0","","","","0"
"2020-02","Saskatchewan","2016A000247","Bangladesh","Persons","249","units","0","v128453","9.132","0","","","","0"
"2020-03","Saskatchewan","2016A000247","Bangladesh","Persons","249","units","0","v128453","9.132","0","","","","0"
"2020-04","Saskatchewan","2016A000247","Bangladesh","Persons","249","units","0","v128453","9.132","0","","","","0"
"2019-12","Saskatchewan","2016A000247","Bhutan","Persons","249","units","0","v128454","9.133","0","","","","0"
"2020-01","Saskatchewan","2016A000247","Bhutan","Persons","249","units","0","v128454","9.133","0","","","","0"
"2020-02","Saskatchewan","2016A000247","Bhutan","Persons","249","units","0","v128454","9.133","0","","","","0"
"2020-03","Saskatchewan","2016A000247","Bhutan","Persons","249","units","0","v128454","9.133","0","","","","0"
"2020-04","Saskatchewan","2016A000247","Bhutan","Persons","249","units","0","v128454","9.133","0","","","","0"
"2019-12","Saskatchewan","2016A000247","British Indian Ocean Territory","Persons","249","units","0","v122610634","9.273","0","","","","0"
"2020-01","Saskatchewan","2016A000247","British Indian Ocean Territory","Persons","249","units","0","v122610634","9.273","0","","","","0"
"2020-02","Saskatchewan","2016A000247","British Indian Ocean Territory","Persons","249","units","0","v122610634","9.273","0","","","","0"
"2020-03","Saskatchewan","2016A000247","British Indian Ocean Territory","Persons","249","units","0","v122610634","9.273","0","","","","0"
"2020-04","Saskatchewan","2016A000247","British Indian Ocean Territory","Persons","249","units","0","v122610634","9.273","0","","","","0"
"2019-12","Saskatchewan","2016A000247","Brunei Darussalam","Persons","249","units","0","v128455","9.134","0","","","","0"
"2020-01","Saskatchewan","2016A000247","Brunei Darussalam","Persons","249","units","0","v128455","9.134","0","","","","0"
"2020-02","Saskatchewan","2016A000247","Brunei Darussalam","Persons","249","units","0","v128455","9.134","0","","","","0"
"2020-03","Saskatchewan","2016A000247","Brunei Darussalam","Persons","249","units","0","v128455","9.134","0","","","","0"
"2020-04","Saskatchewan","2016A000247","Brunei Darussalam","Persons","249","units","0","v128455","9.134","0","","","","0"
"2019-12","Saskatchewan","2016A000247","Burma (Myanmar)","Persons","249","units","0","v128436","9.152","0","","","","0"
"2020-01","Saskatchewan","2016A000247","Burma (Myanmar)","Persons","249","units","0","v128436","9.152","0","","","","0"
"2020-02","Saskatchewan","2016A000247","Burma (Myanmar)","Persons","249","units","0","v128436","9.152","0","","","","0"
"2020-03","Saskatchewan","2016A000247","Burma (Myanmar)","Persons","249","units","0","v128436","9.152","0","","","","0"
"2020-04","Saskatchewan","2016A000247","Burma (Myanmar)","Persons","249","units","0","v128436","9.152","0","","","","0"
"2019-12","Saskatchewan","2016A000247","Cambodia","Persons","249","units","0","v128456","9.135","0","","","","0"
"2020-01","Saskatchewan","2016A000247","Cambodia","Persons","249","units","0","v128456","9.135","0","","","","0"
"2020-02","Saskatchewan","2016A000247","Cambodia","Persons","249","units","0","v128456","9.135","0","","","","0"
"2020-03","Saskatchewan","2016A000247","Cambodia","Persons","249","units","0","v128456","9.135","0","","","","0"
"2020-04","Saskatchewan","2016A000247","Cambodia","Persons","249","units","0","v128456","9.135","0","","","","0"
"2019-12","Saskatchewan","2016A000247","China","Persons","249","units","0","v128457","9.136","8","","","","0"
"2020-01","Saskatchewan","2016A000247","China","Persons","249","units","0","v128457","9.136","8","","","","0"
"2020-02","Saskatchewan","2016A000247","China","Persons","249","units","0","v128457","9.136","8","","","","0"
"2020-03","Saskatchewan","2016A000247","China","Persons","249","units","0","v128457","9.136","4","","","","0"
"2020-04","Saskatchewan","2016A000247","China","Persons","249","units","0","v128457","9.136","0","","","","0"
"2019-12","Saskatchewan","2016A000247","Cyprus","Persons","249","units","0","v128458","9.137","0","","","","0"
"2020-01","Saskatchewan","2016A000247","Cyprus","Persons","249","units","0","v128458","9.137","0","","","","0"
"2020-02","Saskatchewan","2016A000247","Cyprus","Persons","249","units","0","v128458","9.137","0","","","","0"
"2020-03","Saskatchewan","2016A000247","Cyprus","Persons","249","units","0","v128458","9.137","0","","","","0"
"2020-04","Saskatchewan","2016A000247","Cyprus","Persons","249","units","0","v128458","9.137","0","","","","0"
"2019-12","Saskatchewan","2016A000247","Georgia","Persons","249","units","0","v128306","9.32","0","","","","0"
"2020-01","Saskatchewan","2016A000247","Georgia","Persons","249","units","0","v128306","9.32","0","","","","0"
"2020-02","Saskatchewan","2016A000247","Georgia","Persons","249","units","0","v128306","9.32","0","","","","0"
"2020-03","Saskatchewan","2016A000247","Georgia","Persons","249","units","0","v128306","9.32","0","","","","0"
"2020-04","Saskatchewan","2016A000247","Georgia","Persons","249","units","0","v128306","9.32","0","","","","0"
"2019-12","Saskatchewan","2016A000247","Hong Kong","Persons","249","units","0","v128415","9.124","0","","","","0"
"2020-01","Saskatchewan","2016A000247","Hong Kong","Persons","249","units","0","v128415","9.124","3","","","","0"
"2020-02","Saskatchewan","2016A000247","Hong Kong","Persons","249","units","0","v128415","9.124","4","","","","0"
"2020-03","Saskatchewan","2016A000247","Hong Kong","Persons","249","units","0","v128415","9.124","0","","","","0"
"2020-04","Saskatchewan","2016A000247","Hong Kong","Persons","249","units","0","v128415","9.124","0","","","","0"
"2019-12","Saskatchewan","2016A000247","India","Persons","249","units","0","v128416","9.125","4","","","","0"
"2020-01","Saskatchewan","2016A000247","India","Persons","249","units","0","v128416","9.125","3","","","","0"
"2020-02","Saskatchewan","2016A000247","India","Persons","249","units","0","v128416","9.125","5","","","","0"
"2020-03","Saskatchewan","2016A000247","India","Persons","249","units","0","v128416","9.125","1","","","","0"
"2020-04","Saskatchewan","2016A000247","India","Persons","249","units","0","v128416","9.125","0","","","","0"
"2019-12","Saskatchewan","2016A000247","Indonesia","Persons","249","units","0","v128422","9.139","0","","","","0"
"2020-01","Saskatchewan","2016A000247","Indonesia","Persons","249","units","0","v128422","9.139","2","","","","0"
"2020-02","Saskatchewan","2016A000247","Indonesia","Persons","249","units","0","v128422","9.139","0","","","","0"
"2020-03","Saskatchewan","2016A000247","Indonesia","Persons","249","units","0","v128422","9.139","0","","","","0"
"2020-04","Saskatchewan","2016A000247","Indonesia","Persons","249","units","0","v128422","9.139","0","","","","0"
"2019-12","Saskatchewan","2016A000247","Iran","Persons","249","units","0","v128423","9.140","0","","","","0"
"2020-01","Saskatchewan","2016A000247","Iran","Persons","249","units","0","v128423","9.140","0","","","","0"
"2020-02","Saskatchewan","2016A000247","Iran","Persons","249","units","0","v128423","9.140","0","","","","0"
"2020-03","Saskatchewan","2016A000247","Iran","Persons","249","units","0","v128423","9.140","0","","","","0"
"2020-04","Saskatchewan","2016A000247","Iran","Persons","249","units","0","v128423","9.140","0","","","","0"
"2019-12","Saskatchewan","2016A000247","Iraq","Persons","249","units","0","v128424","9.141","0","","","","0"
"2020-01","Saskatchewan","2016A000247","Iraq","Persons","249","units","0","v128424","9.141","4","","","","0"
"2020-02","Saskatchewan","2016A000247","Iraq","Persons","249","units","0","v128424","9.141","0","","","","0"
"2020-03","Saskatchewan","2016A000247","Iraq","Persons","249","units","0","v128424","9.141","0","","","","0"
"2020-04","Saskatchewan","2016A000247","Iraq","Persons","249","units","0","v128424","9.141","0","","","","0"
"2019-12","Saskatchewan","2016A000247","Israel","Persons","249","units","0","v128417","9.126","0","","","","0"
"2020-01","Saskatchewan","2016A000247","Israel","Persons","249","units","0","v128417","9.126","0","","","","0"
"2020-02","Saskatchewan","2016A000247","Israel","Persons","249","units","0","v128417","9.126","0","","","","0"
"2020-03","Saskatchewan","2016A000247","Israel","Persons","249","units","0","v128417","9.126","1","","","","0"
"2020-04","Saskatchewan","2016A000247","Israel","Persons","249","units","0","v128417","9.126","0","","","","0"
"2019-12","Saskatchewan","2016A000247","Japan","Persons","249","units","0","v128418","9.127","2","","","","0"
"2020-01","Saskatchewan","2016A000247","Japan","Persons","249","units","0","v128418","9.127","8","","","","0"
"2020-02","Saskatchewan","2016A000247","Japan","Persons","249","units","0","v128418","9.127","5","","","","0"
"2020-03","Saskatchewan","2016A000247","Japan","Persons","249","units","0","v128418","9.127","2","","","","0"
"2020-04","Saskatchewan","2016A000247","Japan","Persons","249","units","0","v128418","9.127","0","","","","0"
"2019-12","Saskatchewan","2016A000247","Jordan","Persons","249","units","0","v128425","9.142","0","","","","0"
"2020-01","Saskatchewan","2016A000247","Jordan","Persons","249","units","0","v128425","9.142","1","","","","0"
"2020-02","Saskatchewan","2016A000247","Jordan","Persons","249","units","0","v128425","9.142","0","","","","0"
"2020-03","Saskatchewan","2016A000247","Jordan","Persons","249","units","0","v128425","9.142","0","","","","0"
"2020-04","Saskatchewan","2016A000247","Jordan","Persons","249","units","0","v128425","9.142","0","","","","0"
"2019-12","Saskatchewan","2016A000247","Kazakhstan","Persons","249","units","0","v128313","9.38","0","","","","0"
"2020-01","Saskatchewan","2016A000247","Kazakhstan","Persons","249","units","0","v128313","9.38","0","","","","0"
"2020-02","Saskatchewan","2016A000247","Kazakhstan","Persons","249","units","0","v128313","9.38","0","","","","0"
"2020-03","Saskatchewan","2016A000247","Kazakhstan","Persons","249","units","0","v128313","9.38","0","","","","0"
"2020-04","Saskatchewan","2016A000247","Kazakhstan","Persons","249","units","0","v128313","9.38","0","","","","0"
"2019-12","Saskatchewan","2016A000247","Korea, North","Persons","249","units","0","v128426","9.143","0","","","","0"
"2020-01","Saskatchewan","2016A000247","Korea, North","Persons","249","units","0","v128426","9.143","0","","","","0"
"2020-02","Saskatchewan","2016A000247","Korea, North","Persons","249","units","0","v128426","9.143","0","","","","0"
"2020-03","Saskatchewan","2016A000247","Korea, North","Persons","249","units","0","v128426","9.143","0","","","","0"
"2020-04","Saskatchewan","2016A000247","Korea, North","Persons","249","units","0","v128426","9.143","0","","","","0"
"2019-12","Saskatchewan","2016A000247","Korea, South","Persons","249","units","0","v128427","9.144","2","","","","0"
"2020-01","Saskatchewan","2016A000247","Korea, South","Persons","249","units","0","v128427","9.144","3","","","","0"
"2020-02","Saskatchewan","2016A000247","Korea, South","Persons","249","units","0","v128427","9.144","8","","","","0"
"2020-03","Saskatchewan","2016A000247","Korea, South","Persons","249","units","0","v128427","9.144","0","","","","0"
"2020-04","Saskatchewan","2016A000247","Korea, South","Persons","249","units","0","v128427","9.144","0","","","","0"
"2019-12","Saskatchewan","2016A000247","Kuwait","Persons","249","units","0","v128428","9.145","0","","","","0"
"2020-01","Saskatchewan","2016A000247","Kuwait","Persons","249","units","0","v128428","9.145","0","","","","0"
"2020-02","Saskatchewan","2016A000247","Kuwait","Persons","249","units","0","v128428","9.145","0","","","","0"
"2020-03","Saskatchewan","2016A000247","Kuwait","Persons","249","units","0","v128428","9.145","0","","","","0"
"2020-04","Saskatchewan","2016A000247","Kuwait","Persons","249","units","0","v128428","9.145","0","","","","0"
"2019-12","Saskatchewan","2016A000247","Kyrgyzstan","Persons","249","units","0","v128314","9.39","0","","","","0"
"2020-01","Saskatchewan","2016A000247","Kyrgyzstan","Persons","249","units","0","v128314","9.39","0","","","","0"
"2020-02","Saskatchewan","2016A000247","Kyrgyzstan","Persons","249","units","0","v128314","9.39","0","","","","0"
"2020-03","Saskatchewan","2016A000247","Kyrgyzstan","Persons","249","units","0","v128314","9.39","0","","","","0"
"2020-04","Saskatchewan","2016A000247","Kyrgyzstan","Persons","249","units","0","v128314","9.39","0","","","","0"
"2019-12","Saskatchewan","2016A000247","Laos","Persons","249","units","0","v128429","9.146","0","","","","0"
"2020-01","Saskatchewan","2016A000247","Laos","Persons","249","units","0","v128429","9.146","0","","","","0"
"2020-02","Saskatchewan","2016A000247","Laos","Persons","249","units","0","v128429","9.146","0","","","","0"
"2020-03","Saskatchewan","2016A000247","Laos","Persons","249","units","0","v128429","9.146","0","","","","0"
"2020-04","Saskatchewan","2016A000247","Laos","Persons","249","units","0","v128429","9.146","0","","","","0"
"2019-12","Saskatchewan","2016A000247","Lebanon","Persons","249","units","0","v128430","9.147","0","","","","0"
"2020-01","Saskatchewan","2016A000247","Lebanon","Persons","249","units","0","v128430","9.147","0","","","","0"
"2020-02","Saskatchewan","2016A000247","Lebanon","Persons","249","units","0","v128430","9.147","0","","","","0"
"2020-03","Saskatchewan","2016A000247","Lebanon","Persons","249","units","0","v128430","9.147","0","","","","0"
"2020-04","Saskatchewan","2016A000247","Lebanon","Persons","249","units","0","v128430","9.147","0","","","","0"
"2019-12","Saskatchewan","2016A000247","Macao","Persons","249","units","0","v128432","9.148","0","","","","0"
"2020-01","Saskatchewan","2016A000247","Macao","Persons","249","units","0","v128432","9.148","0","","","","0"
"2020-02","Saskatchewan","2016A000247","Macao","Persons","249","units","0","v128432","9.148","0","","","","0"
"2020-03","Saskatchewan","2016A000247","Macao","Persons","249","units","0","v128432","9.148","0","","","","0"
"2020-04","Saskatchewan","2016A000247","Macao","Persons","249","units","0","v128432","9.148","0","","","","0"
"2019-12","Saskatchewan","2016A000247","Malaysia","Persons","249","units","0","v128433","9.149","1","","","","0"
"2020-01","Saskatchewan","2016A000247","Malaysia","Persons","249","units","0","v128433","9.149","0","","","","0"
"2020-02","Saskatchewan","2016A000247","Malaysia","Persons","249","units","0","v128433","9.149","0","","","","0"
"2020-03","Saskatchewan","2016A000247","Malaysia","Persons","249","units","0","v128433","9.149","0","","","","0"
"2020-04","Saskatchewan","2016A000247","Malaysia","Persons","249","units","0","v128433","9.149","0","","","","0"
"2019-12","Saskatchewan","2016A000247","Maldives","Persons","249","units","0","v128434","9.150","0","","","","0"
"2020-01","Saskatchewan","2016A000247","Maldives","Persons","249","units","0","v128434","9.150","0","","","","0"
"2020-02","Saskatchewan","2016A000247","Maldives","Persons","249","units","0","v128434","9.150","0","","","","0"
"2020-03","Saskatchewan","2016A000247","Maldives","Persons","249","units","0","v128434","9.150","0","","","","0"
"2020-04","Saskatchewan","2016A000247","Maldives","Persons","249","units","0","v128434","9.150","0","","","","0"
"2019-12","Saskatchewan","2016A000247","Mongolia","Persons","249","units","0","v128435","9.151","0","","","","0"
"2020-01","Saskatchewan","2016A000247","Mongolia","Persons","249","units","0","v128435","9.151","0","","","","0"
"2020-02","Saskatchewan","2016A000247","Mongolia","Persons","249","units","0","v128435","9.151","0","","","","0"
"2020-03","Saskatchewan","2016A000247","Mongolia","Persons","249","units","0","v128435","9.151","0","","","","0"
"2020-04","Saskatchewan","2016A000247","Mongolia","Persons","249","units","0","v128435","9.151","0","","","","0"
"2019-12","Saskatchewan","2016A000247","Nepal","Persons","249","units","0","v128437","9.153","0","","","","0"
"2020-01","Saskatchewan","2016A000247","Nepal","Persons","249","units","0","v128437","9.153","2","","","","0"
"2020-02","Saskatchewan","2016A000247","Nepal","Persons","249","units","0","v128437","9.153","0","","","","0"
"2020-03","Saskatchewan","2016A000247","Nepal","Persons","249","units","0","v128437","9.153","0","","","","0"
"2020-04","Saskatchewan","2016A000247","Nepal","Persons","249","units","0","v128437","9.153","0","","","","0"
"2019-12","Saskatchewan","2016A000247","Oman","Persons","249","units","0","v128438","9.154","0","","","","0"
"2020-01","Saskatchewan","2016A000247","Oman","Persons","249","units","0","v128438","9.154","0","","","","0"
"2020-02","Saskatchewan","2016A000247","Oman","Persons","249","units","0","v128438","9.154","0","","","","0"
"2020-03","Saskatchewan","2016A000247","Oman","Persons","249","units","0","v128438","9.154","0","","","","0"
"2020-04","Saskatchewan","2016A000247","Oman","Persons","249","units","0","v128438","9.154","0","","","","0"
"2019-12","Saskatchewan","2016A000247","Pakistan","Persons","249","units","0","v128439","9.155","1","","","","0"
"2020-01","Saskatchewan","2016A000247","Pakistan","Persons","249","units","0","v128439","9.155","0","","","","0"
"2020-02","Saskatchewan","2016A000247","Pakistan","Persons","249","units","0","v128439","9.155","0","","","","0"
"2020-03","Saskatchewan","2016A000247","Pakistan","Persons","249","units","0","v128439","9.155","0","","","","0"
"2020-04","Saskatchewan","2016A000247","Pakistan","Persons","249","units","0","v128439","9.155","0","","","","0"
"2019-12","Saskatchewan","2016A000247","Philippines","Persons","249","units","0","v128440","9.156","6","","","","0"
